intern_role,company_name,hiring_type,location,job_offer(LPA),stipend_per_month,duration(months),early_applicant,posted_date
Human Resources (HR),Finzo Ventures Private Limited,yes,Bangalore,5.0,15000,6.0,No,2025-06-13
E-Commerce Listing,MNR Solutions Private Limited,no,Noida,0.0,10000,3.0,No,2025-06-13
Patient Referral Program For Critically & Terminally Ill Patients (Business Development In Medical),Dr Yogeshwar Tiwari,yes,Workfromhome,0.0,21500,6.0,No,2025-06-13
Graphic Design,Studio Twentyone,no,Coimbatore,0.0,6000,3.0,No,2025-06-13
Mutual Fund Research And Operations Intern,Anmol Share Broking Limited,no,Bangalore,0.0,4000,2.0,No,2025-06-13
Business Development (Sales),UnifyXperts,yes,Mumbai,0.0,15000,6.0,No,2025-06-13
Content and Social Media Marketing,Earthed Soul PVT LTD,no,Mumbai,3.0,12000,4.0,No,2025-06-13
Business Development,IronPeak Staffing Solutions,no,"Faridabad,Delhi,Gurgaon,Noida",0.0,10000,6.0,yes,2025-06-13
Videography,Diljeet Bhamra,yes,Pune,0.0,10000,6.0,No,2025-06-13
Fashion Design,Keelia Designer Boutique,no,Bangalore,0.0,12000,6.0,No,2025-06-13
Product Marketing,Appbrew,yes,Gurgaon,0.0,10000,3.0,No,2025-06-13
Sales,Economics Classes,yes,Delhi,0.0,10000,3.0,No,2025-06-13
Inside Sales,Beehyv Software Solutions,no,Hyderabad,0.0,7000,3.0,yes,2025-06-13
Human Resources (HR),Pehchaan AI Technologies,yes,Workfromhome,0.0,15000,4.0,No,2025-06-13
Industrial Automation Engineer,IAutomation Training Hub,no,Chakan,2.5,7000,6.0,yes,2025-06-13
Content and Social Media Marketing,GreeNE Origins,no,Guwahati,0.0,5000,3.0,No,2025-06-13
Content and Social Media Marketing,Smart Investors,no,Gurgaon,0.0,15000,6.0,No,2025-06-13
Interior Design,Ambika Kitchen Studio,no,Kalyan,0.0,15000,6.0,yes,2025-06-13
Pre-sales Specialist,Brain Brew Marketing,yes,Delhi,0.0,20000,6.0,No,2025-06-13
Product Management,Pneuma,yes,Bangalore,0.0,15000,6.0,No,2025-06-13
Full Stack Development,Pneuma,yes,Bangalore,0.0,15000,6.0,No,2025-06-13
Sales and Marketing,Vsol Company,no,Ahmedabad,0.0,15000,6.0,yes,2025-06-13
Graphic Design,SuperZop,no,"Thane,NaviMumbai,Kalyan,Mumbai,Vashi,Panvel",0.0,8000,6.0,yes,2025-06-13
Gujarati Voice Artist For App Project,Indiaum Solutions,yes,Workfromhome,0.0,5000,3.0,No,2025-06-13
Sales and Marketing,GOLD QUOTIENT LLP,no,Gurgaon,0.0,6000,2.0,No,2025-06-13
Human Resources (HR),Farmdidi,yes,Pune,3.0,10000,3.0,No,2025-06-13
Japanese Language,Kshitiksha Foundation,yes,Workfromhome,0.0,0,2.0,No,2025-06-13
Architecture,Yellow Ant Nest,no,Bangalore,0.0,9000,4.0,yes,2025-06-13
Social Media,Empor Marcom,yes,Noida,0.0,10000,3.0,No,2025-06-13
Video & Content Creator,R And D Control Systems,no,Delhi,0.0,10000,6.0,No,2025-06-13
Sales and Marketing Manager,Narayan Buildcon - Decor Division,no,Mumbai,0.0,10000,3.0,yes,2025-06-13
GPU Mining Infrastructure Manager,Blest Inn,no,Delhi,0.0,9000,6.0,No,2025-06-13
NGO Operations & Project Implementation,Rural Women Upliftment Association Of Assam,no,Guwahati,0.0,0,6.0,No,2025-06-13
Digital Marketing,Web Alchemy,no,Delhi,0.0,7000,2.0,No,2025-06-13
LinkedIn Marketing,Scope For Change,yes,Workfromhome,0.0,0,3.0,No,2025-06-13
Business Development (Sales),Crimson Insights Technologies LLP,no,Workfromhome,0.0,5000,2.0,No,2025-06-13
Video Editing/Making,CareEase,no,Workfromhome,0.0,2000,2.0,No,2025-06-13
Spanish Language Teaching,Kshitiksha Foundation,yes,Workfromhome,0.0,0,2.0,No,2025-06-13
French Teaching,Kshitiksha Foundation,yes,Workfromhome,0.0,0,2.0,No,2025-06-13
German Teaching,Kshitiksha Foundation,yes,Workfromhome,0.0,0,2.0,No,2025-06-13
Digital Marketing,Launchigo Media Private Limited,no,Lucknow,2.5,10000,6.0,No,2025-06-13
Flutter Development,Paleru Technologies Private Limited,yes,Workfromhome,0.0,5000,3.0,No,2025-06-13
Sales and Marketing,Sundating Wellness,no,Delhi,4.0,26000,6.0,No,2025-06-13
Content and Social Media Marketing,King's Metwood,no,Gurgaon,0.0,17000,6.0,No,2025-06-13
Social Media Marketing,Eduminatti,yes,Dehradun,0.0,2500,2.0,No,2025-06-13
Search Engine Optimization (SEO) Manager,Traffic Tail Technologies Private Limited,no,Delhi,0.0,5000,6.0,yes,2025-06-13
Robotics,Gephr Labs,yes,Hyderabad,0.0,10000,6.0,No,2025-06-13
Operations,The Mindful Co,no,Jaipur,0.0,15000,3.0,No,2025-06-13
AI Agent Development,HEU Technologies Private Limited,yes,Workfromhome,5.5,20000,6.0,No,2025-06-13
Sales and Marketing,Friday's Bakehouse,no,Chandigarh,0.0,7000,3.0,yes,2025-06-13
Co-Thinking Strategy Assistant,MUHAMMED MUBASHIR,no,Workfromhome,0.0,3000,3.0,No,2025-06-13
WordPress Website Management,The Legal Youngster,no,Workfromhome,0.0,1000,2.0,No,2025-06-13
Video Editing/Making,Zeta India,no,Bangalore,0.0,15000,6.0,No,2025-06-13
"Branding, Marketing And Graphic Design",Brighter Mind Asset Management,no,"Delhi,Ghaziabad,Gurgaon,Noida",3.0,10000,2.0,No,2025-06-13
Graphic Design,Blossom India Foundation,no,Workfromhome,0.0,0,2.0,No,2025-06-13
Website Designer,Raniac Technologies,yes,Workfromhome,0.0,5000,3.0,No,2025-06-13
Industrial Design,Gudgudee,yes,Bangalore,0.0,15000,6.0,No,2025-06-13
Digital Operations,Viral Inbound,yes,Workfromhome,0.0,5000,6.0,No,2025-06-13
Business Development (Sales),Skoodos (Spherion Solutions Private Limited),yes,Gurgaon,0.0,12000,3.0,No,2025-06-13
Telecalling,ROASwings Consultancy,no,Ahmedabad,0.0,15000,3.0,yes,2025-06-13
Search Engine Optimization (SEO),Pinacle Web India,no,"Thane,NaviMumbai,Mumbai,Vashi,Panvel",2.0,3000,3.0,yes,2025-06-13
Content and Social Media Marketing,Novel Group,no,Workfromhome,0.0,4000,2.0,yes,2025-06-13
Teaching,YOUNG STAR ACADEMY,no,Amritsar,0.0,10000,3.0,No,2025-06-13
Sales and Marketing,Urja Talents,no,"Thane,Mumbai,Virar,Vasai,Vasai-Virar",0.0,10000,6.0,yes,2025-06-13
Marketing,Flames Of Candle,no,Workfromhome,0.0,1000,3.0,No,2025-06-13
Corporate Sales,Frisky Global,no,Delhi,0.0,18000,6.0,No,2025-06-13
Content and Social Media Marketing,Chilekotha Studios,no,Kolkata,0.0,3000,6.0,No,2025-06-13
Fashion Design And Merchandising,Shramdaan,no,"Deori,Sagar",0.0,12000,2.0,yes,2025-06-13
Business Development (Sales),Ultracures Technologies Private Limited,no,Workfromhome,0.0,7000,2.0,No,2025-06-13
Accounting & Taxation,Audio Wizard,no,Hyderabad,0.0,8000,6.0,No,2025-06-13
Lead Generation,Devappment Technologies Private Limited,no,Delhi,0.0,10000,4.0,No,2025-06-13
Accounts Executive,Qualitas Technologies Private Limited,no,"Bangarapet,Bangalore",0.0,5000,3.0,No,2025-06-13
Psychology,Aabhaar Innovation Solutions,no,Gurgaon,5.0,15000,3.0,No,2025-06-13
Video Editing/Making,Let's Build Brands Media Private Limited,no,"Delhi,Gurgaon,Noida",0.0,15000,6.0,yes,2025-06-13
iPhone Mobile Photographer For Photography Tasks,Indiaum Solutions,yes,Workfromhome,0.0,15000,3.0,No,2025-06-13
Founders Associate,Rayverie Consumer Private Limited,no,Jaipur,0.0,13500,3.0,No,2025-06-13
Sales,Prime Enterprises,yes,NalaSopara,0.0,15000,3.0,No,2025-06-13
Event Management,KERMIS EVENTS PRIVATE LIMITED,yes,Mumbai,0.0,15000,3.0,No,2025-06-13
Business Development (Sales),EduCreative Digication (OPC) Pvt. Ltd,yes,Kolkata,2.0,18000,6.0,No,2025-06-13
Creative Design,LuxeHaus Private Limited,no,Bangalore,0.0,15000,3.0,yes,2025-06-13
Graphic Design,Lagorii,yes,Bangalore,3.0,15000,3.0,No,2025-06-13
Human Resources (HR),Arin Consultancy Private Limited,no,Gandhinagar,0.0,7500,3.0,No,2025-06-13
Content Creator & Social Media Marketing Intern,Ryshm,no,Bangalore,0.0,10000,3.0,No,2025-06-13
Finance,IREED Academy India Private Limited,no,Gurgaon,0.0,12000,3.0,No,2025-06-13
Human Resources (HR),Apedzii Consulting Private Limited,yes,Ahmedabad,0.0,7500,6.0,No,2025-06-13
Talent Acquisition,Aliment Solutions,yes,Noida,0.0,6000,3.0,No,2025-06-13
Content and Social Media Marketing,Nainaz Irani,no,Mumbai,0.0,6000,6.0,No,2025-06-13
Senior Psychological Counselor & Chief Mentor,3mguru,yes,Workfromhome,3.0,10000,3.0,No,2025-06-13
Marketing,Myroom Mychoice,no,Kota,0.0,10000,2.0,yes,2025-06-13
Content and Social Media Marketing,Velvetek Systems,no,Thrissur,0.0,22000,3.0,yes,2025-06-13
Apprentice - PSRA,Croda India,yes,"Thane,NaviMumbai,Vashi",0.0,16000,6.0,No,2025-06-13
Customer Service/Customer Support,Smytten,no,Ahmedabad,0.0,7000,4.0,yes,2025-06-13
Business Development (Sales),PaySprint Private Limited,yes,Delhi,0.0,8000,4.0,No,2025-06-13
Auditing & Accounting,RSS & ASSOCIATES,yes,Mumbai,0.0,8000,6.0,No,2025-06-13
Human Resource,Uniorbit Technologies Pvt Ltd. (Uni Cards),no,Bangalore,0.0,15000,6.0,No,2025-06-13
Graphic Design,Blue And Gray Management Consultants India Private Limited,no,Bangalore,0.0,12000,6.0,No,2025-06-13
Community Associate - Kannada,Eloelo - Greenhorn Wellness Private Limited,yes,Bangalore,0.0,20000,3.0,No,2025-06-13
Social Media Marketing,Scope For Change,yes,Workfromhome,0.0,0,3.0,No,2025-06-13
Social Internship Program (60 Hours) - Virtual,Scope For Change,yes,Workfromhome,0.0,0,3.0,No,2025-06-13
Digital Marketing,Transformatrix Global Private Limited,no,Mumbai,0.0,8000,3.0,No,2025-06-13
Social Internship Program (60 Hours),Scope For Change,yes,Delhi,0.0,0,3.0,No,2025-06-13
3D Animator,Logion Solutions,yes,Workfromhome,0.0,11000,3.0,No,2025-06-13
Creative Design,High On Content,yes,"Delhi,Ghaziabad,Gurgaon,Noida",0.0,5000,6.0,No,2025-06-13
Human Resources (HR),SRF Staffing And Recruitment Industry Federation,yes,Workfromhome,0.0,0,3.0,No,2025-06-13
Electronics Engineering,Electrine Ingenum Solutions Private Limited,yes,Bangalore,2.5,15000,6.0,No,2025-06-13
Social Media Intern,Affly Media,no,Bangalore,0.0,15000,3.0,No,2025-06-13
Graphic Design,The Curious Cousins,no,"Chandigarh,Mohali",0.0,10000,3.0,No,2025-06-13
Machine Learning,Stealth Mode,yes,Workfromhome,0.0,10000,6.0,No,2025-06-13
Human Resources (HR),Hamsi Marketing Private Limited,yes,Hyderabad,5.0,15000,6.0,No,2025-06-13
Sales & Customer Communication,AURA BRANDER,yes,Workfromhome,0.0,7500,3.0,No,2025-06-13
Interior Design,Smart Blues Private Limited,yes,Gurgaon,4.0,25000,6.0,No,2025-06-13
Career Application Assistant,Bridge2job,yes,Workfromhome,0.0,12000,6.0,No,2025-06-13
Career Assistant,Bridge2job,yes,SriGanganagar,0.0,12000,6.0,No,2025-06-13
Creative - Movies,Aurora Productions,yes,Mumbai,0.0,15000,6.0,No,2025-06-13
Business Development (Sales),BeingLoop,yes,"Mumbai,Dahisar",0.0,22000,3.0,No,2025-06-13
School Shadow Teaching,Blessed Angels,yes,"Pune,Thane,Mumbai",0.0,14000,6.0,No,2025-06-13
Digital Marketing Specialist (Print-on-Demand Business),Jack And Jill,yes,Workfromhome,0.0,10000,6.0,No,2025-06-13
Artificial Intelligence (AI),Raletta Technology Private Limited,yes,Indore,0.0,2500,3.0,No,2025-06-13
Full Stack Web Development (REST),Megaminds IT Services,yes,Workfromhome,0.0,8000,6.0,No,2025-06-13
Video Editing/Making,F Square Media,yes,Workfromhome,0.0,10000,2.0,No,2025-06-13
Business Development Associate,Weekday,yes,Workfromhome,0.0,15000,6.0,No,2025-06-13
Sales and Marketing,Prahari Technologies,yes,Vadodara,0.0,23000,6.0,yes,2025-06-13
Executive Assistant,Nbyula - Skillizens Without Borders,yes,Bangalore,9.0,10000,6.0,No,2025-06-13
Front End Development,Finteller Advisors Private Limited (GoalTeller),yes,Workfromhome,0.0,20000,6.0,No,2025-06-13
Digital Marketing,Sicher Business Solutions Private Limited,yes,Workfromhome,0.0,10000,3.0,No,2025-06-13
Telecalling,Shanaya Paper Products,yes,Gurgaon,0.0,8000,6.0,No,2025-06-13
Hospitality Operations Intern,Next57,yes,"Mohali,Chandigarh",0.0,10000,6.0,No,2025-06-13
Business Development (Sales),MINDFUL AUTOMATIONS PRIVATE LIMITED,yes,"Chennai,Mysuru,Mumbai,Bangalore,Maharashtra,Karnataka",0.0,25000,6.0,No,2025-06-13
Business Development (Sales),Punjabi Burgers,no,Bangalore,0.0,15000,4.0,No,2025-06-13
Graphic Design,PackAdsDesign,no,Noida,0.0,5000,2.0,No,2025-06-13
Lead Generation,RoopDesigns,no,Workfromhome,0.0,5000,6.0,No,2025-06-13
Business Development (Sales),Shimla Kufri Taxi Services,no,Delhi,0.0,5000,3.0,yes,2025-06-13
Business Development (Sales),Om Parivahan,no,Delhi,0.0,5000,3.0,yes,2025-06-13
Graphic Design,Ah Service Center,no,Delhi,0.0,5000,3.0,No,2025-06-13
Video Editing/Making,Jarurat Care,yes,Workfromhome,0.0,0,4.0,No,2025-06-13
Brand Management,Jarurat Care,yes,Workfromhome,0.0,0,4.0,No,2025-06-13
Telecalling,Puneet  Chopra,no,NaviMumbai,5.0,10000,3.0,yes,2025-06-13
Business Development (Sales),Honest Designs,no,Aundh,0.0,10000,3.0,yes,2025-06-13
AWS DevOps,Maxgen Technologies Private Limited,yes,Pune,0.0,12000,3.0,No,2025-06-13
Java Development,Maxgen Technologies Private Limited,yes,Pune,0.0,12000,3.0,No,2025-06-13
Data Analyst,Maxgen Technologies Private Limited,yes,Pune,0.0,12000,3.0,No,2025-06-13
Hospitality,Hostie Holiday Homes Private Limited,no,Gurgaon,0.0,15000,3.0,No,2025-06-13
Telecalling,Prociti,no,Pune,2.4,10000,3.0,No,2025-06-13
Travel & Tourism Consultant,Travlite Services Private Limited,no,Gurgaon,2.4,10000,6.0,No,2025-06-13
Business Analytics,Gigin Technologies Private Limited,yes,Bangalore,0.0,10000,3.0,No,2025-06-13
Creative Content Designer,Electronics Help,no,Workfromhome,0.0,7500,2.0,No,2025-06-13
EV Customer Support Executive,NeoMotion Assistive Solutions Private Limited,yes,Chennai,2.5,15000,6.0,No,2025-06-13
Sales and Marketing,Freedoctor Healthcare Private Limited,no,"Chakan,Pune",3.0,15001,6.0,yes,2025-06-13
Digital Marketing,Coulomb LiTech Private Limited,no,"NaviMumbai,Mumbai",4.8,7000,6.0,No,2025-06-13
Search Engine Optimization (SEO) Manager,Techno Subrat,no,Workfromhome,0.0,5000,6.0,No,2025-06-13
Content Development (English),Manisha  Mehta,no,"Delhi,Noida",0.0,3000,3.0,yes,2025-06-13
Product Trainee,BusinessOnBot,yes,Bangalore,0.0,25000,6.0,No,2025-06-13
Compute Platform Engineer,Corteva Agriscience,yes,Workfromhome,0.0,10000,6.0,No,2025-06-13
Artificial Intelligence (AI),Santent,yes,Kolkata,0.0,10000,3.0,No,2025-06-13
Sales & Customer Support,Nimble Cowork,no,Gurgaon,2.6,16000,6.0,No,2025-06-13
Administration,IPS College,no,Jaipur,0.0,10000,3.0,yes,2025-06-13
AI Driven Business Management,Pathology MCQ,yes,Chennai,0.0,18000,6.0,No,2025-06-13
Business Strategy & Operations,Gavvala Enterprises,no,Bangalore,0.0,3000,3.0,yes,2025-06-13
Capcut Video Editor,Technocrat United,no,"Delhi,Ghaziabad,Meerut,Modinagar,Muradnagar,Noida",0.0,12000,3.0,yes,2025-06-13
Fashion Design And Merchandising,Experiences.digital,yes,Gurgaon,0.0,10000,3.0,No,2025-06-13
Photography,Experiences.digital,yes,Gurgaon,0.0,10000,3.0,No,2025-06-13
Social Media Marketing,Experiences.digital,yes,Gurgaon,0.0,10000,3.0,No,2025-06-13
Video Editing/Making,Experiences.digital,yes,Gurgaon,0.0,10000,3.0,No,2025-06-13
Recruitment,AllIn Placement,no,Jamshedpur,2.2,10000,3.0,yes,2025-06-13
Interior Design,Atulayam Designs,no,Gurgaon,0.0,10001,6.0,No,2025-06-13
Digital Marketing & Website Manager,Jharkhand Properties,no,Workfromhome,0.0,1000,3.0,No,2025-06-13
Customer Service Executive,Mahindra Logistics Limited,yes,Mumbai,0.0,20000,6.0,No,2025-06-13
Inside Sales,Yhills Edutech Private Limited,no,Bangalore,7.0,10000,3.0,No,2025-06-13
Digital Marketing,GrowFin,yes,Workfromhome,0.0,4000,3.0,No,2025-06-13
HR Information Systems,Mahindra Logistics Limited,yes,Mumbai,0.0,25000,12.0,No,2025-06-13
React Native Development,Scizers Technologies LLP,no,Workfromhome,0.0,10000,6.0,No,2025-06-13
Digital Marketing,Incra Soft Private Limited,no,Hyderabad,0.0,10000,6.0,No,2025-06-13
Operations Executive - B2C,Mahindra Logistics Limited,yes,"Mumbai,Delhi",0.0,20000,6.0,No,2025-06-13
Founder Office,Chef Connect India,no,Jaipur,0.0,10000,6.0,No,2025-06-13
Video Editing/Making,Digital Guruji,yes,Workfromhome,0.0,5000,4.0,No,2025-06-13
Fashion Design And Merchandising,Khwaab Design,no,Delhi,0.0,8000,4.0,No,2025-06-13
Operations Executive - Central Initiatives,Mahindra Logistics Limited,yes,"Mumbai,Delhi",0.0,20000,6.0,No,2025-06-13
Electronics & Firmware Engineering,Noccarc Robotics,yes,Pune,0.0,25000,6.0,No,2025-06-13
Online Sanskrit Faculty For School Kids,Vikalp India Private Limited,yes,Workfromhome,0.0,8000,6.0,No,2025-06-13
Digital Marketing,Wellbeing Nutrition,yes,Mumbai,4.0,10000,3.0,No,2025-06-13
Business Development Associate,Busineswise,no,Workfromhome,0.0,2000,3.0,No,2025-06-13
Makeup Artist (MUA),MARS Cosmetics,yes,Delhi,0.0,15000,3.0,No,2025-06-13
Full Stack Development,Pinsaar Software Technologies Private Limited,yes,Mumbai,0.0,20000,6.0,No,2025-06-13
Affiliate Marketing,Paisawapas,yes,Delhi,0.0,15000,6.0,No,2025-06-13
Telecalling,BigWit Energy,no,Delhi,0.0,11000,6.0,No,2025-06-13
Digital Marketing,EstartIndia Private Limited,no,Delhi,0.0,5000,3.0,No,2025-06-13
Video Editing/Making,Ishita Vasa,yes,Mumbai,2.2,6000,6.0,No,2025-06-13
Deluge Tutoring,Mohit Kumar,no,Workfromhome,0.0,9000,3.0,No,2025-06-13
Business Development (Sales),APTI30,yes,Gurgaon,0.0,15000,3.0,No,2025-06-13
Digital Marketing,Ouriken - IT Services & IT Consulting,no,"Delhi,Ghaziabad,Noida",3.0,8000,6.0,No,2025-06-13
Brand Management,Jyoti Nursing Home,no,Delhi,0.0,4000,6.0,No,2025-06-13
Mechanical Engineering,Jedlik Motors Private Limited,no,Chennai,0.0,2001,3.0,No,2025-06-13
Product Management,LimeTray,yes,Workfromhome,4.5,15000,3.0,No,2025-06-13
Business Development (Sales),Myrsa Technology Solutions Private Limited,no,Noida,0.0,8000,6.0,yes,2025-06-13
Sales Consultant,Bright Box Media,no,Bangalore,0.0,20000,6.0,yes,2025-06-13
Digital Marketing,Antara Senior Living,no,"Delhi,Gurgaon",0.0,10000,3.0,No,2025-06-13
Wedding Planner,Shaadi By Creative Minds,no,Mumbai,0.0,12000,3.0,No,2025-06-13
Digital Marketing,HTL Infotech Private Limited,yes,Noida,0.0,8000,3.0,No,2025-06-13
Field Sales,Shanaya Paper Products,yes,Gurgaon,0.0,7500,6.0,yes,2025-06-13
Accounts,Shanaya Paper Products,yes,Gurgaon,0.0,7500,6.0,No,2025-06-13
Marketing,Staypolis,no,Bangalore,0.0,20000,3.0,No,2025-06-13
Content and Social Media Marketing,SRF Staffing And Recruitment Industry Federation,yes,Workfromhome,0.0,0,2.0,No,2025-06-13
Content and Social Media Marketing,Varanasi Guru,no,Varanasi,0.0,7000,3.0,No,2025-06-13
Teaching,Infinity Solutions,no,Ahmedabad,0.0,12000,4.0,No,2025-06-13
Content and Social Media Marketing,Techqueto,no,Mumbai,0.0,2000,6.0,yes,2025-06-13
Social Media Marketing,GetSetHome,no,Mumbai,0.0,12000,3.0,No,2025-06-13
Business Development (Sales),Strike Self Defense,yes,"Delhi,Noida",6.0,10000,2.0,No,2025-06-13
Video Editing/Making,Oncare Cancer Center,no,Gurgaon,0.0,5000,3.0,yes,2025-06-13
Customer Service/Customer Support Executive,Graphic360,no,"Indore,IndoreDivision",0.0,10000,3.0,No,2025-06-13
QA Testing,Spectrum Cable-Tech,no,"Ahmedabad,Sanand",0.0,15000,6.0,No,2025-06-13
Content Writing,Flipshope,no,Jaipur,0.0,10000,6.0,No,2025-06-13
Search Engine Optimization (SEO),Invedus,no,Noida,0.0,12000,6.0,No,2025-06-13
Sales and Marketing,Cook N Klean,yes,Workfromhome,0.0,10000,2.0,No,2025-06-13
Artist Management,Fortuity Group,no,Lucknow,3.0,5000,3.0,yes,2025-06-13
Fashion Design,Sunrise Export,yes,Surat,5.0,20500,6.0,No,2025-06-13
Recruitment Consultant,Moople Academy Private Limited,no,Kolkata,0.0,12000,6.0,No,2025-06-13
Sales (Female Preferred),Quantum Macro Technology,no,Workfromhome,0.0,5000,6.0,No,2025-06-13
Sales,Talentika,yes,Bangalore,0.0,10000,6.0,No,2025-06-13
Content and Social Media Marketing,Navtara Organics,no,Bhilwara,0.0,5000,3.0,yes,2025-06-13
Book Layout & Design (Adobe InDesign),Abhishek Ravichandran,yes,Workfromhome,0.0,5000,3.0,No,2025-06-13
Digital Marketing,Digipioneer,no,Workfromhome,0.0,2000,6.0,No,2025-06-13
Graphic Design,THE BNB WORLD,no,Jaipur,0.0,13000,6.0,No,2025-06-13
Graphic designer & Video editor,Entertainment Quotient,no,Mumbai,0.0,11000,3.0,yes,2025-06-13
Videography,100kmph,no,Pune,3.5,10800,3.0,No,2025-06-13
Influencer Marketing,SuperAGI,yes,Bangalore,0.0,20000,6.0,No,2025-06-13
Java Development,Yashida Tech,no,"Chandigarh,Kharar,Mohali",0.0,10000,6.0,No,2025-06-13
Content and Social Media Marketing,Twist Baby,no,Kolkata,0.0,5000,3.0,No,2025-06-13
Artificial Intelligence (AI),Belle Noor,yes,Workfromhome,0.0,10000,2.0,No,2025-06-13
Digital Marketing,Watts Group,yes,Mohali,3.6,6000,4.0,No,2025-06-13
Campus Ambassador,Parivestra,yes,Chennai,0.0,0,3.0,yes,2025-06-13
Campus Ambassador,Parivestra,yes,Vijayawada,0.0,0,3.0,yes,2025-06-13
Campus Ambassador,Parivestra,yes,Thiruvananthapuram,0.0,0,3.0,yes,2025-06-13
Operations,LimeTray,yes,Gurgaon,2.5,10000,3.0,No,2025-06-13
Campus Ambassador,STIR,yes,Workfromhome,0.0,0,3.0,No,2025-06-13
Web Development,Siddhant Agrawal,yes,Workfromhome,0.0,10000,6.0,No,2025-06-13
Research & Marketing,Nindo Education LLP,yes,Workfromhome,0.0,5000,2.0,No,2025-06-13
Marketing & Business Development,CannonBall India,yes,Delhi,3.0,18000,6.0,No,2025-06-13
Business Development (Sales) Manager,AWAN India Private Limited,no,Bangalore,0.0,9000,6.0,yes,2025-06-13
Media & Public Relations (PR),Filmymantra,yes,Mumbai,0.0,8000,6.0,No,2025-06-13
Anchoring,Filmymantra,yes,Mumbai,0.0,13001,5.0,No,2025-06-13
Kashmiri Transcription (Kashmiri Audio To Urdu Kashmiri Text),Solvitude,yes,Workfromhome,0.0,10000,2.0,No,2025-06-13
